word,ipa
squirrel,skwɹ̩əl
wah,wɑ
vulnerable,vʌlnɹ̩əbəl
figs,fɪɡz
fathers,fɑðɹ̩z
gould,ɡuld
swell,swɛl
pressurised,pɹɛʃɹ̩ajzd
serviced,sɹ̩vɪst
dom,dɑm
arctic,ɑɹktɪk
hugging,hʌɡɪŋ
bargain,bɑɹɡən
salma,sælmə
prescribed,pɹiskɹajbd
shifted,ʃɪftəd
empowerment,ɪmpawɹ̩mənt
donating,downejtɪŋ
influential,ɪnfluɛnt͡ʃəl
dunes,dunz
delos,dɛlowz
cauldron,kɑldɹən
thruster,θɹəstɹ̩
duck,dʌk
platypuses,plætipəsɪz
derivative,dɹ̩ɪvətɪv
latvia,lætviə
mihalis,mɪhəlis
accede,æksid
expeditions,ɛkspədɪʃənz
particular,pɹ̩tɪkjəlɹ̩
struts,stɹʌts
settle,sɛtəl
workshops,wɹ̩kʃɑps
twin,twɪn
facade,fəsɑd
groves,ɡɹowvz
attentive,ətɛntɪv
frome,fɹowm
naturalized,næt͡ʃɹ̩əlajzd
huge,hjud͡ʒ
ibrahim,ɪbɹɑhim
lectured,lɛkt͡ʃɹ̩d
gunners,ɡʌnɹ̩z
boson,bowsən
besieged,bɪsid͡ʒd
dennis,dɛnɪs
eta,ɛtə
kindergarten,kɪndɹ̩ɡɑɹtən
resemble,ɹɪzɛmbəl
forwarded,fɔɹwɹ̩dɪd
policies,pɑləsiz
heartland,hɑɹtlænd
protests,pɹowtɛsts
spanner,spænɹ̩
uncomfortable,ənkʌmfɹ̩təbəl
pack,pæk
cameos,kæmiowz
ruin,ɹuən
twins,twɪnz
mandibles,mændəbəlz
beveridge,bɛvɹ̩ɪd͡ʒ
carlson,kɑɹlsən
cortez,kɔɹtɛz
duns,dʌnz
shri,ʃɹi
resigning,ɹɪzajnɪŋ
storms,stɔɹmz
cook,kʊk
pulse,pʌls
organisers,ɔɹɡənɪsɹ̩z
tibetan,tɪbɛtən
restricted,ɹistɹɪktəd
solitary,sɑlətɛɹi
bunt,bʌnt
phoney,fowni
foo,fu
lions,lajənz
organizations,ɔɹɡənəzejʃənz
tweed,twid
fijians,fɪd͡ʒiənz
identified,ajdɛntəfajd
hispania,hɪspɑniə
critics,kɹɪtɪks
assumptions,əsʌmpʃənz
varro,vɛɹow
organizes,ɔɹɡənajzɪz
plymouth,plɪməθ
pranks,pɹæŋks
undergarment,ʌndɹ̩ɡɑɹmənt
domingo,dowmɪŋɡow
job,d͡ʒɑb
palakkad,pælɑkæd
victors,vɪktɹ̩z
recovers,ɹɪkʌvɹ̩z
managed,mænəd͡ʒd
reus,ɹiəs
middleaged,mɪdəliəd͡ʒd
fallacy,fæləsi
evansville,ɛvənzvɪl
cannibalistic,kænəbəlɪstɪk
escalators,ɛskəlejtɹ̩z
hasten,hejsən
bey,bej
terms,tɹ̩mz
advancement,ədvænsmənt
triples,tɹɪpəlz
euboea,jubowiə
novi,nowvi
delegate,dɛləɡejt
perpetuated,pɹ̩pɛt͡ʃəwejtɪd
grunge,ɡɹʌnd͡ʒ
burlington,bɹ̩lɪŋtən
discreetly,dɪskɹitli
conduits,kɑnduəts
molecule,mɑləkjul
katarina,kɑtɹ̩inə
messaging,mɛsɪd͡ʒɪŋ
rowing,ɹowɪŋ
hepburn,hɛpbɹ̩n
eradicated,ɪɹædəkejtɪd
businesspeople,bjusɪnəspipəl
anthropological,ænθɹəpəlɑd͡ʒəkəl
surpluses,sɹ̩pləsɪz
seaton,sitən
rowlands,ɹowləndz
becky,bɛki
incredibly,ɪnkɹɛdəbli
consisted,kənsɪstəd
harland,hɑɹlənd
coined,kojnd
morton,mɔɹtən
blessed,blɛsɪd
embarrassment,ɪmbɛɹəsmənt
prizes,pɹajzəz
dividend,dɪvɪdɛnd
hobbyists,hɑbiɪsts
venezuela,vɛnɪzwejlə
freak,fɹik
unabridged,ʌnəbɹɪd͡ʒd
permissible,pɹ̩mɪsəbəl
sequential,səkwɛnt͡ʃəl
scoreboards,skɔɹbɔɹdz
parnell,pɑɹnəl
conserve,kənsɹ̩v
portals,pɔɹtəlz
schoolboy,skulboj
visualize,vɪʒwəlajz
orientalist,ɔɹiɛntəlɪst
movements,muvmənts
superficial,supɹ̩fɪʃəl
omit,owmɪt
enclave,ɑnklejv
tupi,tupi
mercantile,mɹ̩kəntajl
intercourse,ɪntɹ̩kɔɹs
unfortunately,ənfɔɹt͡ʃənətli
breeches,bɹit͡ʃɪz
garlic,ɡɑɹlɪk
navigates,nævəɡejts
comes,kʌmz
midmorning,mɪdmɔɹnɪŋ
katz,kæts
schoolwork,skulwɹ̩k
moths,mɔθs
plat,plæt
matron,mejtɹən
utility,jutɪləti
arcane,ɑɹkejn
condolences,kəndowlənsəz
antagonism,æntæɡənɪzəm
gerlach,ɡɹ̩lək
malaysian,məlejʒən
delights,dɪlajts
refined,ɹəfajnd
gila,ɡilə
choirs,kwajɹz
daoist,dawəst
roger,ɹɑd͡ʒɹ̩
kerouac,kɛɹowæk
kathie,kæθi
memorised,mɛmɹ̩ajzd
tilden,tɪldən
needle,nidəl
southampton,sawθhæmptən
suitcase,sutkejs
sheehan,ʃiən
stocking,stɑkɪŋ
sip,sɪp
nakata,nɑkɑtə
set,sɛt
intense,ɪntɛns
truth,tɹuθ
roald,ɹowld
contained,kəntejnd
clumsy,klʌmzi
expect,ɪkspɛkt
berber,bɹ̩bɹ̩
celia,siljə
weidman,wajdmən
prompts,pɹɑmpts
eli,ilaj
induced,ɪndust
hideous,hɪdiəs
witney,wɪtni
reestablished,ɹiɪstæblɪʃt
ski,ski
metallic,mətælɪk
dictation,dɪktejʃən
phineas,fɪniəs
comprehend,kɑmpɹihɛnd
bodyguards,bɑdiɡɑɹdz
katherine,kæθɹ̩ɪn
somewhere,sʌmwɛɹ
morrissey,mɔɹɪsi
bermuda,bɹ̩mjudə
conjugated,kɑnd͡ʒuɡejtɪd
ping,pɪŋ
exceeded,ɪksidəd
archangel,ɑɹkejŋɡəl
reuniting,ɹiunajtɪŋ
pleasing,plizɪŋ
bandaged,bændəd͡ʒd
socialist,sowʃələst
substantive,sʌbstəntɪv
chi,kaj
chiles,t͡ʃajlz
asymptotically,ejsəmtɑtɪkli
cock,kɑk
macros,mækɹowz
kattiko,kætikow
whitley,wɪtli
sorts,sɔɹts
insinuate,ɪnsɪnjuejt
play,plej
fulfilling,fʊlfɪlɪŋ
cleric,klɛɹɪk
buffet,bʌfət
algorithms,ælɡɹ̩ɪðəmz
taft,tæft
hypertext,hajpɹ̩tɛkst
gaetano,ɡajtɑnow
graze,ɡɹejz
athabasca,æθəbɑskə
guidelines,ɡajdlajnz
sulfur,sʌlfɹ̩
kart,kɑɹt
troops,tɹups
mixer,mɪksɹ̩
peel,pil
wanton,wɔntən
topics,tɑpɪks
rotherham,ɹɑθɹ̩æm
henceforth,hɛnsfɔɹθ
lettuce,lɛtəs
rainforest,ɹajnfɔɹəst
winnebago,wɪnəbejɡow
designs,dɪzajnz
maggot,mæɡət
semantically,sɪmæntɪkli
deliberations,dɪlɪbɹ̩ejʃənz
maestro,majstɹow
cracks,kɹæks
jiang,d͡ʒɑŋ
aircrew,ɛɹkɹu
gabbro,ɡæbɹow
xerox,zɪɹɑks
flukes,fluks
cadmium,kædmiəm
zedong,zejdɔŋ
eugenics,jud͡ʒɛnɪks
chakra,t͡ʃəkɹə
optical,ɑptɪkəl
peeved,pivd
upstream,ʌpstɹim
sag,sæɡ
amazons,æməzɑnz
serbia,sɹ̩biə
eduard,ɛdwɹ̩d
racially,ɹejʃəli
yankees,jæŋkiz
lumbar,lʌmbɑɹ
dentists,dɛntəsts
diels,dajlz
curved,kɹ̩vd
perce,pɹ̩s
electrostatic,ɪlɛktɹowstætɪk
brightly,bɹajtli
elector,ɪlɛktɹ̩
whistle,wɪsəl
stuttgart,stʌtɡɹ̩t
investigation,ɪnvɛstəɡejʃən
gascon,ɡæskən
hummus,hʌməs
lawler,lɔlɹ̩
merrimac,mɛɹɪmæk
receiving,ɹəsivɪŋ
wise,wajz
competency,kɑmpətənsi
tambo,tæmbow
oblast,ɑblæst
acoustically,əkustɪkli
hairs,hɛɹz
broadened,bɹɔdənd
karen,kɛɹən
turkmenistan,tɹ̩kmɛnɪstæn
kelowna,kɛlownə
freeway,fɹiwej
contributor,kəntɹɪbjətɹ̩
moby,mowbi
interpolated,ɪtɹ̩pəlejtɪd
joli,d͡ʒowli
mention,mɛnʃən
hastily,hejstəli
efficiencies,ɪfɪʃənsiz
maintaining,mejntejnɪŋ
edema,ɪdimə
obtains,əbtejnz
interested,ɪntɹəstəd
theorized,θiɹ̩ajzd
emergencies,ɪmɹ̩d͡ʒənsiz
bayou,baju
solano,sowlɑnow
hatcher,hæt͡ʃɹ̩
weave,wiv
timelines,tajmlajnz
canary,kənɛɹi
mckean,məkin
theodora,θiədɔɹə
understory,ʌndɹ̩stɔɹi
ushered,ʌʃɹ̩d
shapes,ʃejps
collaborating,kəlæbɹ̩ejtɪŋ
rosebery,ɹowzbɹ̩i
satrap,sætɹæp
frankness,fɹæŋknəs
steeplechase,stipəlt͡ʃejs
omissions,owmɪʃənz
mythological,mɪθəlɑd͡ʒɪkəl
uncredited,ʌnkɹɛdɪtɪd
sorry,sɑɹi
folk,fowk
hillcrest,hɪlkɹɛst
injuring,ɪnd͡ʒɹ̩ɪŋ
productivity,pɹowdəktɪvəti
sleds,slɛdz
sanborn,sænbɔɹn
intended,ɪntɛndəd
prion,pɹajən
fragrant,fɹejɡɹənt
louisiana,luiziænə
curve,kɹ̩v
deciphered,dɪsajfɹ̩d
inhabitant,ɪnhæbɪtənt
five,fajv
fondled,fɑndəld
lightspeed,lajtspid
arranges,ɹ̩ejnd͡ʒɪz
rookie,ɹʊki
innovation,ɪnəvejʃən
roseland,ɹowzlənd
regenerate,ɹid͡ʒɛnɹ̩ejt
already,ɔlɹɛdi
riemannian,ɹimɑniən
monmouth,mɑnməθ
toffee,tɑfi
persists,pɹ̩sɪsts
arrived,ɹ̩ajvd
kimberley,kɪmbɹ̩li
championships,t͡ʃæmpiənʃɪps
niche,nɪt͡ʃ
tomatoes,təmejtowz
automation,ɔtəmejʃən
southport,sawθpɔɹt
artisanal,ɑɹtəzənəl
tesco,tɛskow
wynn,wɪn
selling,sɛlɪŋ
gossips,ɡɑsəps
overthink,owvɹ̩θɪŋk
liberal,lɪbɹ̩əl
katy,kejti
stank,stæŋk
pollinators,pɑlənejtɹ̩z
yoghurt,jɑɡhɹ̩t
trail,tɹejl
uninhabitable,ʌnɪnhæbətəbəl
smaller,smɔlɹ̩
impressionist,ɪmpɹɛʃənəst
sandy,sændi
gotta,ɡɑtə
implicate,ɪmplɪkejt
server,sɹ̩vɹ̩
important,ɪmpɔɹtənt
cern,sɹ̩n
dunlop,dʌnlɑp
shoreland,ʃɔɹlənd
trust,tɹʌst
fluently,fluəntli
gratitude,ɡɹætətud
newly,nuli
austrians,ɔstɹiənz
vulkan,vʌlkən
precedent,pɹɛsɪdənt
clades,klejdz
trombone,tɹɑmbown
traverse,tɹævɹ̩s
cyan,sajən
braces,bɹejsəz
biases,bajəsɪz
overcoming,owvɹ̩kʌmɪŋ
surgeons,sɹ̩d͡ʒənz
years,jɪɹz
specialization,spɛʃələzejʃən
mind,majnd
harmonic,hɑɹmɑnɪk
presiding,pɹɪzajdɪŋ
looping,lupɪŋ
instigated,ɪnstəɡejtɪd
expectant,ɪkspɛktənt
bridgwater,bɹɪd͡ʒwɔtɹ̩
man’s,mænz
discrepancy,dɪskɹɛpənsi
hinge,hɪnd͡ʒ
nauru,nɔɹu
reflexes,ɹiflɛksəz
stagnation,stæɡnejʃən
mezzanine,mɛzənin
pontic,pɑntɪk
reestablish,ɹiɪstæblɪʃ
drills,dɹɪlz
cellphones,sɛlfownz
announces,ənawnsɪz
game,ɡejm
guardsmen,ɡɑɹdzmɪn
anatolia,ænətowliə
transmits,tɹænzmɪts
tuareg,tuɑɹ̩əɡ
center,sɛntɹ̩
onehunga,wʌnɛhuŋɡə
torre,tɔɹ
papaya,pəpajə
phd,fd
pompeii,pɑmpaji
medaling,mɛdəlɪŋ
waving,wejvɪŋ
vee,vi
maplewood,mejpəlwʊd
shaolin,ʃæowlɪn
satirical,sətɪɹəkəl
reaper,ɹipɹ̩
hispanics,hɪspænɪks
formatting,fɔɹmɑtɪŋ
sumo,sumow
wayne,wejn
cruiser,kɹuzɹ̩
ovaries,owvɹ̩iz
furness,fɹ̩nɪs
refreshing,ɹɪfɹɛʃɪŋ
disconcerting,dɪskənsɹ̩tɪŋ
telford,tɛlfɹ̩d
ich,ɪt͡ʃ
undertones,ʌndɹ̩townz
theosophy,θɛəsəfi
beer,bɪɹ
variety,vɹ̩ajəti
alkaloid,ælkəlojd
phyla,fajlə
nemo,nɛmow
habits,hæbəts
wintered,wɪntɹ̩d
spade,spejd
multiplications,mʌltəpləkejʃənz
symbolizing,sɪmbəlajzɪŋ
dynamite,dajnəmajt
lakshmana,lækʃmænə
poverty,pɑvɹ̩ti
maxims,mæksəmz
kathrine,kɑθɹin
pathologies,pəθɑləd͡ʒiz
inoperative,ɪnɑpɹ̩ətɪv
leaped,lɛpt
approximations,əpɹɑksəmejʃənz
passy,pæsi
tangier,tæŋd͡ʒiɹ̩
describes,dɪskɹajbz
mcfadden,məkfædən
transports,tɹænspɔɹts
supervise,supɹ̩vajz
hobbs,hɑbz
musty,mʌsti
rodriguez,ɹɑdɹiɡɛz
organises,ɔɹɡənəziz
pakenham,pejkənhəm
assign,əsajn
ciphertext,sɪfɹ̩tɛkst
mantra,mæntɹə
soups,sups
rear,ɹɪɹ
spiro,spɪɹow
customer,kʌstəmɹ̩
gratification,ɡɹætəfəkejʃən
devotees,dɛvətiz
eviction,ɪvɪkʃən
halle,hæl
nite,najt
choice,t͡ʃojs
predated,pɹidejtɪd
honking,hɔŋkɪŋ
caps,kæps
hurdle,hɹ̩dəl
riddled,ɹɪdəld
organ,ɔɹɡən
sideline,sajdlajn
brawl,bɹɔl
tribesmen,tɹajbzmɪn
instructs,ɪnstɹʌkts
torah,tɔɹə
wirt,wɹ̩t
loyal,lojəl
complaining,kəmplejnɪŋ
missing,mɪsɪŋ
asclepius,æsklipiɪs
defeating,dɪfitɪŋ
posed,powzd
mini,mɪni
drooping,dɹupɪŋ
basically,bejsɪkli
trawler,tɹɔlɹ̩
chops,t͡ʃɑps
didier,dɪdiɹ̩
huguenot,hjuɡənɑt
technicians,tɛknɪʃənz
baronets,bɛɹənəts
dobbs,dɑbz
inverter,ɪnvɹ̩tɹ̩
lakeland,lejklənd
medications,mɛdəkejʃənz
phoenix,finɪks
casinos,kəsinowz
economic,ɛkənɑmɪk
healy,hili
tankers,tæŋkɹ̩z
omelette,ɑmlɛt
hither,hɪðɹ̩
asperger,æspɹ̩ɡɹ̩
effortlessly,ɛfɹ̩tləsli
pelicans,pɛlɪkənz
arterial,ɑɹtɪɹiəl
vary,vɛɹi
tec,tɛk
surgery,sɹ̩d͡ʒɹ̩i
employing,ɛmplojɪŋ
plugins,plud͡ʒənz
filmmaker,fɪlmejkɹ̩
bother,bɑðɹ̩
crowded,kɹawdəd
hotei,howtɛaj
wavy,wejvi
operates,ɑpɹ̩ejts
gleason,ɡlisən
doggone,dɔɡɔn
cautioned,kɑʃənd
compulsion,kəmpʌlʃən
brodie,bɹowti
broadcaster,bɹɔdkæstɹ̩
penitent,pɛnɪtɪnt
prostitution,pɹɑstətuʃən
seafaring,sifɹɪŋ
woollen,wʊlən
thebes,θibz
grandmaster,ɡɹændmæstɹ̩
rosanna,ɹowzænə
minted,mɪntɪd
indicted,ɪndajtəd
kielce,kils
advantageous,ædvəntejd͡ʒəs
cortina,kɹ̩tinə
wingspan,wɪŋspæn
lesley,lɛsli
skye,skaj
springboard,spɹɪŋbɔɹd
mondays,mʌndiz
interim,ɪntɹ̩əm
dodge,dɑd͡ʒ
owing,owɪŋ
orientated,ɔɹiɛntejtɪd
uncalled,ənkɔld
midfield,mɪdfild
lectures,lɛkt͡ʃɹ̩z
amide,əmajd
championed,t͡ʃæmpiənd
yolande,jowlənd
new,nu
pressing,pɹɛsɪŋ
hindered,hɪndɹ̩d
skit,skɪt
downtime,dawntajm
anthracite,ænθɹəsajt
worth,wɹ̩θ
creatures,kɹit͡ʃɹ̩z
falco,fælkow
verify,vɛɹəfaj
astor,æstɹ̩
cheat,t͡ʃit
joyner,d͡ʒojnɹ̩
benjamin,bɛnd͡ʒəmən
ecuador,ɛkwədɔɹ
juba,d͡ʒubə
fearfully,fɪɹfəli
tornadoes,tɔɹnejdowz
period,pɪɹiəd
vendors,vɛndɹ̩z
assemble,əsɛmbəl
bride,bɹajd
program,pɹowɡɹæm
hardness,hɑɹdnəs
pondering,pɑndɹ̩ɪŋ
debonair,dɛbənɛɹ
ness,nɛs
catalogue,kætəlɔɡ
assembler,əsɛmblɹ̩
waka,wækə
amor,æmɹ̩
retained,ɹɪtejnd
magnolia,mæɡnowljə
discontinuation,dɪskəntɪnjuejʃən
zeolite,ziɑlajt
phish,fɪʃ
dispenser,dɪspɛnsɹ̩
ponds,pɑndz
veteran,vɛtɹ̩ən
beaker,bikɹ̩
motives,mowtɪvz
catlett,kætlɪt
gorilla,ɡɹ̩ɪlə
blairstown,blɛɹztawn
poe,pow
absurd,əbsɹ̩d
iconography,ajkənɑɡɹəfi
acetylation,əsɛtɪlejʃən
rembrandt,ɹɛmbɹænt
imperative,ɪmpɛɹətɪv
timbaland,tɪmbælənd
sometime,sʌmtajm
stroller,stɹowlɹ̩
gladys,ɡlædɪs
smoothing,smuðɪŋ
act,ækt
aggregation,æɡɡɹəɡejʃən
hungarian,həŋɡɛɹiən
blend,blɛnd
normal,nɔɹməl
perl,pɹ̩l
ensemble,ɑnsɑmbəl
wiping,wajpɪŋ
forty,fɔɹti
faint,fejnt
pohl,powl
smells,smɛlz
tribal,tɹajbəl
relay,ɹilej
emphysema,ɛmfajsmɑ
nitrate,najtɹejt
couples,kʌpəlz
bars,bɑɹz
shove,ʃʌv
rushes,ɹʌʃəz
bold,bowld
scabbard,skæbɹ̩d
forger,fɔɹd͡ʒɹ̩
lasers,lejzɹ̩z
dolphins,dɑlfənz
seasonally,sizənəli
luna,lunə
home,howm
brazen,bɹejzən
intro,ɪntɹow
confers,kənfɹ̩z
pointe,pojnt
score,skɔɹ
mingus,mɪŋɡɪs
hurrah,hʊɹɑ
centered,sɛntɹ̩d
calibrating,kæləbɹejtɪŋ
presumptive,pɹizʌmptɪv
clwyd,klwajd
pioneering,pajənɪɹɪŋ
deaths,dɛθs
sand,sænd
khrushchev,kɹust͡ʃɛv
sucrose,sukɹows
virtues,vɹ̩t͡ʃuz
purports,pɹ̩pɔɹts
cameroon,kæmɹ̩un
midseason,mɪdsizən
burning,bɹ̩nɪŋ
kuwaiti,kuwejti
superiority,supɪɹiɔɹɪti
older,owldɹ̩
grizzlies,ɡɹɪzliz
unusually,ənjuʒəwəli
navajo,nɑvəhow
vomit,vɑmət
burwell,bɹ̩wɛl
quantify,kwɑntɪfaj
abigail,æbəɡejl
ramp,ɹæmp
jewelry,d͡ʒuəlɹi
grunt,ɡɹʌnt
muromachi,mjuɹ̩ɑmət͡ʃi
adjustable,əd͡ʒʌstəbəl
sergey,sɹ̩d͡ʒi
accomplice,əkɑmpləs
antisemitic,æntajsɛmɪtɪk
kinetic,kənɛtɪk
hamiltonian,hæmɪltowniən
financing,fənænsɪŋ
headland,hɛdlənd
geometrically,d͡ʒiəmɛtɹɪkli
longtime,lɔŋtajm
accreditation,əkɹɛdətejʃən
cilicia,sɪlɪʃə
vandalism,vændəlɪzəm
malloy,məloj
computation,kɑmpjətejʃən
gatwick,ɡætwɪk
brickwork,bɹɪkwɹ̩k
stani,stɑni
theme,θim
masters,mæstɹ̩z
simulations,sɪmjulejʃənz
sweeteners,switənɹ̩z
bucks,bʌks
timid,tɪmɪd
obtained,əbtejnd
crafted,kɹæftɪd
shielding,ʃildɪŋ
riverview,ɹɪvɹ̩vju
foxes,fɑksəz
creates,kɹiejts
permeated,pɹ̩miejtɪd
maintenance,mejntənəns
dummy,dʌmi
excuses,ɪkskjusɪz
hob,hɑb
burial,bɛɹiəl
banning,bænɪŋ
attract,ətɹækt
ruthlessness,ɹuθləsnəs
hesitated,hɛzɪtejtɪd
ocular,ɑkjulɹ̩
shrouded,ʃɹawdɪd
leaders,lidɹ̩z
cruelly,kɹuli
mackintosh,mækəntɑʃ
prolific,pɹowlɪfɪk
sheldon,ʃɛldən
wasps,wɑsps
radford,ɹædfɹ̩d
truest,tɹuɪst
waitress,wejtɹəs
manfred,mænfɹɪd
mingle,mɪŋɡəl
zaire,zajɪɹ
taxicab,tæksikæb
bernie,bɹ̩ni
declaration,dɛklɹ̩ejʃən
combination,kɑmbənejʃən
smooths,smuðz
upmarket,ʌpmɑɹkət
visualization,vɪʒwələzejʃən
freehold,fɹihowld
ask,æsk
astounding,əstawndɪŋ
cherish,t͡ʃɛɹɪʃ
essentially,ɪsɛnʃəli
madrid,mədɹɪd
dutton,dʌtən
slit,slɪt
equilibrium,ikwəlɪbɹiəm
gossip,ɡɑsəp
film,fɪlm
normalizing,nɔɹməlajzɪŋ
dorset,dɔɹsɪt
heck,hɛk
examination,ɪɡzæmənejʃən
sakamoto,sɑkɑmowtow
yuri,jʊɹi
firmly,fɹ̩mli
aromas,ɹ̩owməz
relevant,ɹɛləvənt
interactions,ɪntɹ̩ækʃənz
dante,dɑntej
construction,kənstɹʌkʃən
referred,ɹəfɹ̩d
frying,fɹajɪŋ
dartmoor,dɑɹtmʊɹ
truncheon,tɹʌnt͡ʃən
microorganisms,majkɹowɔɹɡənɪzəmz
anion,ɑnjɔn
phonetics,fənɛtɪks
tumbling,tʌmbəlɪŋ
courted,kɔɹtɪd
weekend,wikɛnd
sponsorship,spɑnsɹ̩ʃɪp
demolition,dɛməlɪʃən
criss,kɹɪs
issuing,ɪʃuɪŋ
bellu,bɛlu
fowler,fawlɹ̩
infatuated,ɪnfæt͡ʃuejtɪd
cheney,t͡ʃejni
underwing,ʌndɹ̩wɪŋ
blackrock,blækɹɑk
hannes,hænz
gerhard,ɡɹ̩hɑɹd
repetition,ɹɛpətɪʃən
ulcer,ʌlsɹ̩
decrees,dɪkɹiz
shivered,ʃɪvɹ̩d
steed,stid
hyundai,hjʌndej
niue,naju
commence,kəmɛns
northeastward,nɔɹθistwɹ̩d
batsman,bætsmən
stones,stownz
thermal,θɹ̩məl
saxophones,sæksəfownz
gruff,ɡɹʌf
roads,ɹowdz
jingles,d͡ʒɪŋɡəlz
contradiction,kɑntɹədɪkʃən
radhakrishnan,ɹɑdækɹɪʃnən
brackets,bɹækəts
consecutive,kənsɛkjətɪv
dealership,dilɹ̩ʃɪp
kuiper,kupɹ̩
coconut,kowkənʌt
brothels,bɹɑθəlz
flowery,flawɹ̩i
crying,kɹajɪŋ
horizon,hɹ̩ajzən
widens,wajdənz
algonquin,ælɡɑŋkwɪn
lesson,lɛsən
zeros,zɪɹowz
genealogies,d͡ʒniləd͡ʒiz
optic,ɑptɪk
khalifa,kəlifə
unremarkable,ənɹɪmɑɹkəbəl
purse,pɹ̩s
trillion,tɹɪljən
scottish,skɑtɪʃ
chattering,t͡ʃætɹ̩ɪŋ
kitty,kɪti
lawless,lɔləs
jerusalem,d͡ʒɹ̩usələm
linguistics,lɪŋɡwɪstɪks
cort,kɔɹt
trash,tɹæʃ
davidson,dejvɪdsən
emphatically,ɛmfætɪkli
comparable,kɑmpɹ̩əbəl
effected,ɪfɛktəd
hooligan,hulɪɡən
stutters,stʌtɹ̩z
ted,tɛd
henrietta,hɛnɹiɛtə
tensorflow,tɛnsɹflow
vestigial,vəstɪd͡ʒiəl
prefecture,pɹifɛkt͡ʃɹ̩
cesare,t͡ʃejzɑɹej
reina,ɹejinə
rodent,ɹowdənt
predicts,pɹɪdɪkts
repent,ɹɪpɛnt
niven,najvən
emeritus,ɪmɛɹətəs
minor,majnɹ̩
saver,sejvɹ̩
medina,mədajnə
relegated,ɹɛləɡejtɪd
kuban,kjubən
neckar,nɛkɑɹ̩
deserters,dɛzɹ̩tɹ̩z
devonshire,dɪvɑnʃajɹ
racist,ɹejsɪst
component,kəmpownənt
subdivision,sʌbdɪvɪʒən
nevin,nɛvɪn
cobwebs,kɑbwɛbz
misty,mɪsti
amassed,əmæst
outage,awtəd͡ʒ
inferiority,ɪnfɪɹiɔɹɪti
fine,fajn
rachael,ɹɑkəl
qaeda,kejidə
captured,kæpt͡ʃɹ̩d
surfer,sɹ̩fɹ̩
alton,ɔltən
lubricated,lubɹəkejtɪd
gardiner,ɡɑɹdnɹ̩
core,kɔɹ
boutiques,butiks
albert,ælbɹ̩t
boasts,bowsts
embracing,ɛmbɹejsɪŋ
catcher,kæt͡ʃɹ̩
centimeters,sɛntəmitɹ̩z
dimension,dɪmɛnʃən
nissan,nisɑn
capital,kæpətəl
yong,jɔŋ
nicer,najsɹ̩
wearily,wɛɹəli
customers,kʌstəmɹ̩z
steamship,stimʃɪp
guerrilla,ɡɹ̩ɪlə
granth,ɡɹænθ
consumers,kənsumɹ̩z
spaniel,spænjəl
homebrew,howmbɹu
occurrences,əkɹ̩ənsɪz
obsessed,əbsɛst
rudimentary,ɹudəmɛntɹ̩i
dunne,dʌn
brewers,bɹuɹ̩z
runic,ɹʌnɪk
ravages,ɹævɪd͡ʒɪz
neutralize,nutɹəlajz
mister,mɪstɹ̩
sid,sɪd
sculptures,skʌlpt͡ʃɹ̩z
battleships,bætəlʃɪps
note,nowt
species,spiʃiz
alienated,ejliənejtəd
monday,mʌndi
carteret,kɑɹtɹ̩ɪt
lastly,læstli
memorable,mɛmɹ̩əbəl
addictive,ədɪktɪv
omission,owmɪʃən
reservoirs,ɹɛzɹ̩vwɑɹz
aladdin,əlædɪn
noble,nowbəl
wilmington,wɪlmɪŋtən
rockers,ɹɑkɹ̩z
dismissed,dɪsmɪst
inning,ɪnɪŋ
mertz,mɹ̩ts
knott,nɑt
fredericton,fɹɛdɹ̩iktən
flee,fli
citadel,sɪtədɛl
symington,sɪmɪŋtən
touches,tʌt͡ʃəz
spector,spɛktɹ̩
kris,kɹɪs
categorized,kætəɡɹ̩ajzd
common,kɑmən
nonnegative,nɑnəɡətɪv
unnaturally,ənnət͡ʃɹ̩əli
oboe,owbow
uninjured,ənɪnd͡ʒɹ̩d
hassle,hæsəl
heals,hilz
thoroughbred,θɹ̩owbɹɛd
philippines,fɪləpinz
subgenres,sʌbɡənɹz
sherry,ʃɛɹi
caro,kɑɹow
nymphs,nɪmfs
medial,midiəl
simulate,sɪmjələt
bedside,bɛdsajd
colonels,kɹ̩nəlz
astrological,æstɹəlɑd͡ʒɪkəl
striking,stɹajkɪŋ
pedals,pɛdəlz
danforth,dænfɹ̩θ
attach,ətæt͡ʃ
abortive,əbɔɹtɪv
perfect,pɹ̩fəkt
skelton,skɛltən
williamstown,wɪljəmstawn
slant,slænt
repairs,ɹɪpɛɹz
clickable,klɪkəbəl
danehill,dænhɪl
cartography,kɑɹtɑɡɹəfi
deposit,dəpɑzɪt
shore,ʃɔɹ
leona,liownə
photographers,fətɑɡɹəfɹ̩z
colbert,kowlbɹ̩t
rubidium,ɹubɪdiəm
bombing,bɑmɪŋ
bumpy,bʌmpi
sensor,sɛnsɹ̩
century,sɛnt͡ʃɹ̩i
endemism,ɛndəmɪzəm
lise,lajz
moncton,mɑŋktən
grow,ɡɹow
cash,kæʃ
vogel,vowɡəl
bruising,bɹuzɪŋ
morphine,mɔɹfin
meanings,minɪŋz
smooth,smuð
tumble,tʌmbəl
mahmud,mæmud
seashore,siʃɔɹ
terrain,tɹ̩ejn
pipelines,pajplajnz
swamped,swɔmpt
